SEG_ID,STNAME,label,f_is_local,f_speedlim,f_sidewalk_width,f_walk_zone,f_is_twoway,f_phase2,f_has_bike,f_length_miles,f_dist_school,f_count_school_500m,f_dist_hospital,f_count_hospital_500m,f_dist_landmark,f_count_landmark_500m,f_dist_historic,f_count_historic_500m
421793,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.08636814,122.9936273370725,3,1377.897950061634,1,68.75549333152361,29,131.54679290603917,475
422012,PENNSYLVANIA AVE,0.0,0,30.0,4,3,1,1,1,0.06015759,596.2528231166459,1,1749.3858012721207,1,152.03121618944144,34,127.54212732672076,153
421456,RIDGE AVE,0.0,0,30.0,4,3,1,1,1,0.0222689,307.1157812640039,3,266.6049434702848,1,69.61466370310002,42,287.3134182459375,410
421540,RIDGE AVE,0.0,0,30.0,4,3,1,1,1,0.04341068,357.7526524403782,3,243.16189980870905,1,75.46751045921788,44,264.7829188552189,321
421447,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.08594538,221.9694258439977,7,524.595071206792,1,39.04790244296483,48,60.87143564573737,954
421791,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.07473695,204.45611993085475,3,1134.2862036983047,1,92.97425246738433,30,25.334204039801694,955
421819,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.05538731,217.58042527729987,1,1484.0932812714184,1,30.57654432163506,27,55.7306611802898,302
440199,N BROAD ST,0.0,0,30.0,0,0,1,1,0,0.0201219,42.00205604710693,3,475.4642927686522,1,41.5234396140312,41,66.31966201834183,218
421458,RIDGE AVE,0.0,0,30.0,4,3,1,1,1,0.09298736,184.7037449302799,2,353.66018308056084,1,100.38767475019424,38,183.08217225858579,537
421448,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.02655012,265.5861094449677,4,616.6477426369825,1,139.62944164703467,37,48.24130998968205,1489
421457,RIDGE AVE,0.0,0,30.0,4,3,1,1,1,0.02485922,271.2726910641304,4,288.20205040449207,1,52.74293332277033,38,258.426231609023,431
422014,PENNSYLVANIA AVE,0.0,0,30.0,4,3,1,1,1,0.04227018,530.3928737630869,1,1654.3043778161648,1,283.8328083482904,28,276.40142078172363,150
421459,RIDGE AVE,0.0,0,30.0,4,3,1,1,1,0.01558762,116.4641128896369,3,423.6408987420143,1,103.00720598877746,43,129.9841599129655,569
421788,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.03189417,358.0905990560767,2,831.8615850530906,1,143.75512425414396,42,23.48445021806979,1595
421837,N 15TH ST,0.0,0,30.0,4,3,0,0,1,0.02849529,171.54798931656015,12,353.2404673713646,1,93.72994206994488,58,91.3444195785596,265
440257,N BROAD ST,0.0,0,30.0,0,0,1,1,0,0.03664025,212.7365492643499,7,669.0614630754811,1,91.05794233974771,39,89.43973094979732,654
440240,N BROAD ST,0.0,0,30.0,0,0,1,1,0,0.02628745,179.14756906414505,7,623.6907465798629,1,47.257273159233186,38,49.10908390131837,504
421453,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.05782982,259.76950928087285,2,681.7958745117503,1,71.28507459461302,40,24.36911617438645,1536
421451,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.04280934,319.15785514446804,2,786.0035012074095,1,91.78200914873914,41,28.925739004587264,1596
421454,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.04257333,284.012737262423,1,735.9727301174697,1,36.37549257934218,39,24.67066593933119,1575
421452,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.02771788,257.58950345209826,4,640.3682377886238,1,111.39609601235009,39,18.473146872568904,1564
421449,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.0852571,278.73978069336886,7,542.7245908875495,1,140.14786155670055,45,78.53146889460264,1196
421450,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.05895917,291.49905124065646,5,583.7601533875622,1,120.31186418546143,42,36.62139536326273,1383
421790,FAIRMOUNT AVE,0.0,0,30.0,4,3,1,1,1,0.04057217,363.943943867441,3,917.1269533487355,1,65.3458597833527,41,22.79739836654642,1466
440836,N BROAD ST,0.0,0,30.0,0,0,1,1,0,0.04273981,177.9524761906092,8,727.3217215058894,1,101.2908943707131,38,61.6177594828399,670
421839,N 15TH ST,0.0,0,30.0,4,3,0,0,1,0.02200892,180.84614506059742,9,272.7428178486276,1,55.985912056754344,64,158.4730410112719,199
420769,N 22ND ST,0.0,0,30.0,4,3,0,0,1,0.01529909,372.45381775566284,3,943.756849820998,1,35.89609215169405,27,39.07953463275331,116
422125,N 22ND ST,0.0,0,30.0,4,3,0,0,1,0.04881106,423.9661972414852,2,952.8321795654643,1,80.1632255512642,29,83.26291836988212,119
420806,N 22ND ST,0.0,0,30.0,4,3,0,0,1,0.04773663,274.2259171613996,2,935.4886647128307,1,79.48621835946945,28,77.78533400798426,115
440837,N BROAD ST,0.0,0,30.0,0,0,1,1,0,0.04825644,157.40861172019413,12,795.1432305905032,1,45.904571431686776,37,44.182521610048795,732
422998,N 15TH ST,0.0,0,30.0,4,3,0,0,1,0.03173333,177.73738285534634,8,230.11860615150064,1,36.918967774007385,70,195.36142334967528,61
422161,N 15TH ST,0.0,0,30.0,4,3,0,0,1,0.02463308,184.7353527253096,8,185.93751683367182,1,58.777438231747155,73,201.87782144032076,318
440838,N BROAD ST,0.0,0,30.0,0,0,1,1,0,0.03000724,97.75020984899744,12,854.0856174152926,1,31.88773684781246,39,52.68451701573987,712
420854,N 15TH ST,0.0,0,30.0,4,3,0,0,1,0.03268957,209.0621334381668,5,50.540075567160834,1,27.40860396985408,86,85.74215382302863,383
422346,N 15TH ST,0.0,0,30.0,4,3,0,0,1,0.05515876,184.91759564093456,8,102.5851221114864,1,61.976338220392336,74,142.43804813496175,371
441503,N BROAD ST,0.0,0,30.0,0,0,1,1,0,0.01763778,64.56844236342458,13,880.4742321056112,1,51.54939545910188,39,84.60802125773307,715
420707,N 21ST ST,0.0,0,30.0,4,3,0,0,1,0.01090859,330.9947699747868,1,845.1329148860841,1,91.46901022124692,35,183.21674010358078,315
421419,RACE ST,0.0,0,30.0,4,3,0,0,1,0.04348817,235.2073014220976,2,901.2697501391216,1,113.51244697740185,33,56.54925487555237,115
420807,RACE ST,0.0,0,30.0,4,3,0,0,1,0.02305029,238.29248424461326,2,954.7866675955904,1,112.725782698855,31,105.33382472460606,113
422123,RACE ST,0.0,0,30.0,4,3,0,0,1,0.03882884,251.4684191255501,2,1004.5572566424199,1,117.97101076695957,29,148.40398348527546,112
440839,N BROAD ST,0.0,0,30.0,0,0,1,1,0,0.02562127,42.77957201611331,13,846.572349561962,1,57.24103759476868,37,98.62541557797918,696
420688,N 22ND ST,0.0,0,30.0,4,3,0,0,1,0.02705701,467.68936338017414,1,985.9644010018583,1,91.38334999397327,22,170.41726342733455,332
422052,N 22ND ST,0.0,0,30.0,4,3,0,0,1,0.04562042,470.2634270593284,1,969.4947002204841,1,147.6338114952782,27,156.48328147281632,188
421403,N 23RD ST,0.0,0,30.0,4,3,0,0,0,0.06466877,146.51498146367868,3,1049.1691634443625,1,124.69810227236992,31,150.31748250848312,583
420764,N 21ST ST,0.0,0,30.0,4,3,0,0,1,0.0635138,347.4983446933662,3,820.3930814555586,1,141.61927454434525,33,101.23726379887943,160
420793,N 21ST ST,0.0,0,30.0,4,3,0,0,1,0.04575488,367.29735407071746,3,805.3730683981075,1,89.65546940846978,35,44.49901540774817,120
421349,N 15TH ST,0.0,0,30.0,4,3,0,0,1,0.06429135,271.91691477709304,4,167.5075410361162,1,32.85111810002408,96,20.95687371416272,542
421350,N 15TH ST,0.0,0,30.0,4,3,0,0,1,0.07070776,330.70891885259755,3,273.2287692027302,1,46.71030752828047,109,117.42782875447188,559
422096,MARKET ST,0.0,0,30.0,0,0,1,0,1,0.18280758,297.2966794236359,3,1196.7777731299273,1,99.91847116643514,31,151.21673244623224,666
422909,N 23RD ST,0.0,0,30.0,4,3,0,0,0,0.03806812,122.82763767053287,3,1065.4534330367396,1,134.55823831232098,34,185.78730497017017,616
420813,N 21ST ST,0.0,0,30.0,4,3,0,0,1,0.04839645,296.26102482579796,3,799.2767592656858,1,94.31891729815295,38,52.40557126893338,120
421374,JOHN F KENNEDY BLV,0.0,0,30.0,4,3,0,0,1,0.08778279,172.34007545627694,5,657.3092238576874,1,23.715622175051205,77,144.992521206647,1219
421344,JOHN F KENNEDY BLV,0.0,0,30.0,4,3,0,0,1,0.08464238,274.1971896091754,5,438.9150119591789,1,57.67624825185935,98,83.01271603131107,769
421373,JOHN F KENNEDY BLV,0.0,0,30.0,4,3,0,0,1,0.08471121,201.26998795752738,5,540.3028865954575,1,30.864119022952277,89,123.25563617069962,1140
421293,MARKET ST,0.0,0,30.0,0,0,1,0,1,0.06282529,202.42974538515102,3,1070.9269133259738,1,70.45687841301581,31,112.15953523291456,1548
421420,RACE ST,0.0,0,30.0,4,3,0,0,1,0.04192916,248.0914394209609,3,832.5745925292522,1,135.37407408965348,40,37.65130156463436,117
420783,N 22ND ST,0.0,0,30.0,4,3,0,0,1,0.02970075,336.2850029983624,2,938.6047768612292,1,28.895289000794282,26,29.73117182724223,116
421346,JOHN F KENNEDY BLV,0.0,0,30.0,4,3,0,0,1,0.0834938,329.6254972409617,3,326.8629952654438,1,33.931038429021605,116,137.67808675742768,631
421338,N 15TH ST,0.0,0,30.0,1,0,0,0,1,0.07174312,416.52904803319154,2,386.7674327184296,1,60.929668990793985,114,130.4776420008056,586
421273,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.02399202,149.6760164217672,3,1046.6751241318161,1,46.0559886128034,29,60.00783150806187,1589
421316,MARKET ST,0.0,0,30.0,0,0,0,0,1,0.08521735,206.59197699279713,5,719.3050168662126,1,53.59647855717384,78,203.6414062546736,2523
421388,N 18TH ST,0.0,0,30.0,4,3,0,0,1,0.06430461,141.16621002505988,5,395.3049071405116,1,27.238285892833126,88,88.61416082431987,462
420887,N 15TH ST,0.0,0,30.0,4,3,0,0,1,0.06412618,247.75334145617882,4,74.02522780166917,1,33.78029308829906,84,34.507292857732786,380
421274,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.02368389,117.54759387053208,3,1017.7282344205438,1,43.31325094583162,30,43.96865086546138,1700
421275,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.02757244,88.07690944043712,3,986.7989835433087,1,32.86744664905706,33,59.059584890141906,1788
421362,N 16TH ST,0.0,0,30.0,4,3,0,0,1,0.0380824,224.07493925902332,4,256.60752509987464,1,48.12079761525556,108,48.2325738355124,595
421345,JOHN F KENNEDY BLV,0.0,0,30.0,4,3,0,0,1,0.08599373,279.2110799178732,4,361.73489888964053,1,31.647668986493347,106,31.13392636860759,730
421428,N 21ST ST,0.0,0,30.0,4,3,0,0,1,0.06270228,216.5141573981975,3,801.3876578098899,1,115.52836381292065,49,20.4744818533162,127
421387,N 18TH ST,0.0,0,30.0,4,3,0,0,1,0.06338551,90.4063367142145,5,365.210670451678,1,42.9529148797905,85,93.11823065208684,412
421389,N 18TH ST,0.0,0,30.0,4,3,0,0,1,0.03942847,198.90352390562924,5,436.3801417823123,1,24.6443969616764,92,24.591347739941856,627
421356,ARCH ST,0.0,0,30.0,4,3,1,0,1,0.08215344,243.6568443003304,3,212.67033936276835,1,47.60172684455131,104,103.90379824833812,546
421337,S 15TH ST,0.0,0,30.0,1,0,0,0,1,0.02049371,449.51892394993365,2,460.60698651505595,1,54.221601792839955,111,122.18641374692675,687
421323,S 18TH ST,0.0,0,30.0,1,0,0,0,1,0.02262829,361.64985359405637,3,643.7512129608763,1,51.414433534248786,89,70.813694967458,3782
421333,MARKET ST,0.0,0,30.0,0,0,0,0,1,0.08764483,431.12706105000854,3,441.7677804094971,1,33.97076741690271,111,136.9616823433729,828
421390,N 18TH ST,0.0,0,30.0,4,3,0,0,1,0.03125434,228.87801676139318,5,470.7713264024368,1,60.704493951140655,93,60.32049188975415,672
421363,N 16TH ST,0.0,0,30.0,4,3,0,0,1,0.03340474,274.2372876282961,4,311.8558174788895,1,37.05211455372649,106,70.23992884607982,616
421322,S 18TH ST,0.0,0,30.0,1,0,0,0,1,0.04462898,364.9251874592919,4,599.445789946088,1,17.54535153662288,91,114.69534822686849,2164
421318,MARKET ST,0.0,0,30.0,0,0,0,0,1,0.08416328,374.9084079704534,4,530.7663741595004,1,39.91115853981558,100,183.2563016697033,1202
421326,S 18TH ST,0.0,0,30.0,1,0,0,0,1,0.01710985,372.993866709901,1,632.8300808855623,1,76.10498241279072,81,18.451621998969983,4268
421150,S 15TH ST,0.0,0,30.0,1,0,0,0,1,0.03319245,278.92568803373575,1,610.0195684313105,1,20.704682343856476,99,25.43019299588163,2011
421151,S 15TH ST,0.0,0,30.0,1,0,0,0,1,0.0193757,240.64344559734366,1,610.6339305734479,1,31.879362885417855,100,30.0174170575331,2089
421277,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.02801916,78.72348961301752,3,925.9574037452144,1,57.76043577618479,32,36.616008014119316,2293
421324,S 18TH ST,0.0,0,30.0,1,0,0,0,1,0.02918547,358.8285458404837,2,691.1429061115243,1,52.01556818528591,86,53.550843710080194,3961
421332,MARKET ST,0.0,0,30.0,0,0,0,0,1,0.0853396,393.4316347233685,3,468.98100620170857,1,40.8653920035305,104,146.53273051680327,1151
421317,MARKET ST,0.0,0,30.0,0,0,0,0,1,0.08528032,303.15623486893287,4,616.95133130041,1,42.26539545470191,87,138.2541332325379,2428
421147,S 15TH ST,0.0,0,30.0,1,0,0,0,1,0.04356122,400.22423870481333,1,511.55545353489015,1,63.061381586520646,109,106.58777483788171,827
421294,MARKET ST,0.0,0,30.0,0,0,1,0,1,0.08452822,202.32066384428316,4,975.2529259163097,1,41.39057677801787,42,86.5722933990753,1817
421295,MARKET ST,0.0,0,30.0,0,0,1,0,1,0.1026445,137.87497290442565,4,843.837161335583,1,62.54825296133849,57,99.46207353530154,2075
421276,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.02543816,71.47340941223592,3,955.838601425973,1,50.40652345161161,34,76.6253466241328,1905
421336,S 18TH ST,0.0,0,30.0,1,0,0,0,1,0.00933127,359.04036965176255,2,665.1839118407371,1,54.65215403323176,86,56.756865546824244,3880
421296,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.03139877,189.91843886202844,3,1081.0336350125722,1,28.066974281323176,29,96.08707079193775,1520
421246,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.03463089,252.23581355614002,3,797.0954119098558,1,175.82189600554594,31,15.13542766614149,3311
421148,S 15TH ST,0.0,0,30.0,1,0,0,0,1,0.01688749,354.1864402109014,1,559.7596043539753,1,33.44782524627481,107,82.28614396192899,1277
421149,S 15TH ST,0.0,0,30.0,1,0,0,0,1,0.0250308,322.3554100294585,1,593.331470364672,1,31.645957962792412,103,67.25973287143407,1355
421194,S 18TH ST,0.0,0,30.0,4,3,0,0,1,0.03993426,428.8846111458268,1,500.296063887484,1,71.01269364486951,70,31.46835532846078,4656
421999,S 18TH ST,0.0,0,30.0,1,0,0,0,1,0.03136534,400.1950349690334,1,557.6404848341541,1,32.364370713624155,73,17.247228662398506,4363
421152,S 15TH ST,0.0,0,30.0,1,0,0,0,1,0.0241593,210.2480505589486,1,613.6205247672514,1,45.84477562068934,100,48.128176218001315,1923
421278,S 23RD ST,0.0,0,30.0,4,3,0,0,1,0.05345433,122.05023634886467,2,882.1196951336644,1,107.75063659106921,31,18.093837523805036,3120
421325,S 18TH ST,0.0,0,30.0,1,0,0,0,1,0.03590003,363.6513185477795,1,675.4664403051469,1,80.64996390738759,85,38.0982875307589,4151
421245,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.04472956,191.8058147472421,2,833.0781807890394,1,138.1324310115397,31,19.476436297579216,3266
421998,S 18TH ST,0.0,0,30.0,1,0,0,0,1,0.02250385,383.03915930089573,1,600.9693679239675,1,49.055927590510684,78,15.993007825473555,4288
421153,S 15TH ST,0.0,0,30.0,1,0,0,0,1,0.02932643,175.06867677336612,1,619.6482694308816,1,17.11941010906392,102,19.23404844473605,2045
321762,S 25TH ST,0.0,0,30.0,4,3,1,1,1,0.08558883,417.0505228535924,2,1598.4660944851428,1,114.90098021870602,37,387.17848603172035,1
322058,S 23RD ST,0.0,0,30.0,4,3,0,1,0,0.02453615,389.59213639798804,1,1353.238731948941,1,102.09289565207548,44,703.739181384552,1
421474,SWAIN ST,1.0,1,25.0,3,2,0,0,0,0.05963804,298.29328445641573,3,455.89379168749144,1,111.60877450675316,42,134.72188157415223,883
322060,S 23RD ST,0.0,0,30.0,4,3,0,1,0,0.0299972,350.353637443561,2,1338.780526223453,1,59.156700955654216,45,693.7122618495772,1
421843,SPRING GARDEN ST,0.0,0,30.0,4,3,1,1,1,0.03276256,699.0279714888283,1,1212.6919624048799,1,33.96844369078952,30,135.8817497156876,38
321739,S 25TH ST,0.0,0,30.0,4,3,1,1,1,0.08490134,552.8559548739253,1,1634.0994526608122,1,36.42936147171816,37,421.553326557101,1
520347,CECIL B MOORE AVE,0.0,0,30.0,4,3,1,1,1,0.03636064,132.14013088063436,6,1819.7547113482392,1,26.745319915301682,29,381.46214702454967,1
520354,CECIL B MOORE AVE,0.0,0,30.0,4,3,1,1,1,0.03985739,150.24217099806967,4,1765.1836467323033,1,53.02868156596323,33,325.31219279902444,2
520296,CECIL B MOORE AVE,0.0,0,30.0,4,3,1,1,1,0.03598233,150.44298854688486,2,2329.6779970604894,1,151.35903786774028,17,194.71408023968544,2
520285,CECIL B MOORE AVE,0.0,0,30.0,4,3,1,1,1,0.04412808,267.23809627378114,1,2459.47174880527,1,145.82137878253698,16,237.1980034705666,2
520291,CECIL B MOORE AVE,0.0,0,30.0,4,3,1,1,1,0.04568837,202.7736473828858,2,2391.373761393248,1,144.5746130634047,17,204.7240120610142,2
321890,S 23RD ST,0.0,0,30.0,4,3,0,1,0,0.0301354,561.8848112219333,1,1429.490831633096,1,37.104289818982956,40,641.4345620120757,1
322639,S BROAD ST,0.0,0,30.0,0,0,0,0,1,0.0703905,143.93305696997524,6,662.9658879644995,1,31.558643239863528,57,28.241061246322516,271
521373,RIDGE AVE,0.0,0,30.0,4,3,1,1,1,0.07579723,196.89939075277493,2,2136.141865481107,1,66.45692481175392,30,215.9447839707698,3
521131,RIDGE AVE,0.0,0,30.0,4,3,1,1,1,0.0311666,189.5208400525645,3,2050.308964719836,1,63.513378744083575,30,299.45119677983405,3
521012,DIAMOND ST,0.0,0,30.0,4,3,1,1,1,0.08439933,29.10279342480018,5,1500.4770268686204,1,45.23865532612968,55,26.57196572432268,169
322657,S BROAD ST,0.0,0,30.0,0,0,0,1,1,0.07317017,272.40424692826247,4,1063.2150730162598,1,40.6275923474253,37,301.7264918917725,3
321738,S 25TH ST,0.0,0,30.0,4,3,1,1,1,0.08579252,672.002290969427,1,1680.39841650583,1,55.311603503104614,40,493.05902107540953,1
421865,N 31ST ST,0.0,0,30.0,4,3,0,1,0,0.03957949,699.6048980693247,1,1249.390831881165,1,16.936840744958285,27,176.4423479373006,33
520033,RIDGE AVE,0.0,0,30.0,4,3,1,1,1,0.04425708,410.8035920024534,1,2512.1864081288536,1,40.8286388492903,50,175.03209610581268,3
321703,S 23RD ST,0.0,0,30.0,4,3,0,1,0,0.03342757,678.8936206234298,1,1206.5871490535626,1,17.982032954484403,39,486.591412912081,25
321695,S 25TH ST,0.0,0,30.0,4,3,1,1,1,0.03229126,930.2781932235063,1,1440.9913967040748,1,121.5608171272838,49,542.3246006514021,1
322621,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.03351064,301.11649086778874,2,753.3299857761249,1,169.34639483052402,21,98.33615206931897,1634
321827,S 23RD ST,0.0,0,30.0,4,3,0,1,0,0.02342959,778.2546690740535,1,1322.0429378837146,1,47.65578136297395,40,611.3833618338858,1
322642,S BROAD ST,0.0,0,30.0,0,0,0,0,1,0.06767346,85.41344417994154,5,791.9380696056835,1,96.48829863003847,43,130.99793772171287,11
321691,S 25TH ST,0.0,0,30.0,4,3,1,1,1,0.06785395,822.0865381527872,1,1305.53642915668,1,184.78409806158703,48,344.0768692793753,1051
520962,DIAMOND ST,0.0,0,30.0,4,3,1,1,1,0.04146653,353.0492395162766,3,1544.706262787648,1,28.110558225260917,25,25.771802910104668,217
321670,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.02803179,440.86198601758696,1,896.5396189187819,1,163.1735047108092,29,56.981169359976924,1111
323187,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.01735179,430.54999471873475,2,842.4146432040171,1,133.24354667013714,20,24.20194029739296,1115
521013,DIAMOND ST,0.0,0,30.0,4,3,1,1,1,0.03827715,101.22510726464327,5,1507.9914501405112,1,29.435673049808972,60,25.063441745442955,146
520157,N 22ND ST,0.0,0,30.0,4,3,0,1,1,0.10610026,118.93503978276094,2,1645.4458322503965,1,60.70943216790605,24,99.49939471600842,97
321053,S 23RD ST,0.0,0,30.0,4,3,0,0,0,0.01746549,385.64227411149255,2,788.5291273154818,1,176.0203524823748,20,30.313437057630793,1319
